Context,Actual,Response
"[SOC][User]Can you provide the address and postcode for all of those suggestions?  Thank you![dialog_acts]Attraction-Request[Bot]all saints church	architecture	centre	01223452587	cb58bs	jesus lane	free
great saint mary's church	architecture	centre	01223350914	cb23pq	market square	2 pounds
holy trinity church	architecture	centre	01223355397	cb23nz	market street	free
little saint mary's church	architecture	centre	01223366202	cb21qy	little saint mary's lane	free
old schools	architecture	centre	01223332320	cb21tt	trinity lane	free[dialog_acts]Attraction-Recommend[User]can you help me find a train now?[dialog_acts]Train-Inform[EOC]","[Bot]Yes, we have dozens of trains.  What is your desired departure site and destination?","[SOR][Bot]There are many trains running, what is your destination, where do you want to depart from, and on what day would you like to leave?"
"[SOC][User]can you help me find a train now?[dialog_acts]Train-Inform[Bot]Yes, we have dozens of trains.  What is your desired departure site and destination?[dialog_acts]Train-Inform Train-Request[User]I need the train to depart from cambridge and go to london kings cross on Monday. I need to arrive by 08:30 please.[dialog_acts]Train-Inform[EOC]",[Bot]TR7075 cost 23.60 pounds,[SOR][Bot]Your best bet is the 9:00 train. You're set on TR389 which will depart Cambridge at 9:00; arriving London Kings Cross at 09:51. Your final destination is cambridge after 08:27.
"[SOC][User]Hi! Can you tell me what trains are available on Friday after 18:30?[dialog_acts]Train-Inform[Bot]Certainly, but first I need to know where you are departing from and what your destination is.[dialog_acts]Train-Request[User]I'm going from Stevenage to Cambridge. [dialog_acts]Train-Inform[EOC]","[Bot]The first train after 18:30 is TR4969, which leaves at 19:54. Would you like a ticket, or more information?",[SOR][Bot]The first train is TR0599 which departs at 19:21 and arrives at 20:10. How many tickets would you like?
"[SOC][User]I'm going from Stevenage to Cambridge. [dialog_acts]Train-Inform[Bot]The first train after 18:30 is TR4969, which leaves at 19:54. Would you like a ticket, or more information?[dialog_acts]Train-Inform Train-OfferBook general-reqmore[User]Yes I would like to book it for 8 people and I will need the reference number.[dialog_acts]Train-Inform Train-Request[EOC]","[Bot]Sure, I have booked your tickets for 8 people, your reference number is : T6B9UNBQ.",[SOR][Bot]Reference number is : 8DXIIEGI.
"[SOC][User]Yes I would like to book it for 8 people and I will need the reference number.[dialog_acts]Train-Inform Train-Request[Bot]Sure, I have booked your tickets for 8 people, your reference number is : T6B9UNBQ.[dialog_acts]Train-OfferBooked[User]Thank you for all your help, that's all I needed today.[dialog_acts]general-thank[EOC]",[Bot]You're very welcome. Thank you for using Cambridge TownInfo centre. ,[SOR][Bot]It was a pleasure assisting you today.  Have a great trip.
"[SOC][User]Hi, I'm looking for places to go in Cambridge.  Preferably a museum in the centre of town.[dialog_acts]Attraction-Inform[Bot]You could check out the cambridge contemporary art museum on 6 trinity street. [dialog_acts]Attraction-Recommend[User]That sounds nice. Can you give me their phone number please?[dialog_acts]Attraction-Request[EOC]","[Bot]Certainly, it is 01223324222. Anything else I can help you with?",[SOR][Bot]The phone number for Cambridge Contemporary Art is 01223315232. Is there anything else I can help you with today?
"[SOC][User]That sounds nice. Can you give me their phone number please?[dialog_acts]Attraction-Request[Bot]Certainly, it is 01223324222. Anything else I can help you with?[dialog_acts]general-reqmore Attraction-Inform[User]Yes, I'm interested in a hotel called rosa's bed and breakfast. Can you tell me about that?[dialog_acts]Hotel-Inform[EOC]","[Bot]Yes, rosa's bed and breakfast is a guesthouse located in the south part of town in the cheap price range. It has free parking and internet. Would you like to book?","[SOR][Bot]Rosa's B&B is a cheap 4-star guesthouse in the east area, and it has 4 stars about 105 pounds and free wifi. Do you need me to make a reservation for you?"
"[SOC][User]Yes, I'm interested in a hotel called rosa's bed and breakfast. Can you tell me about that?[dialog_acts]Hotel-Inform[Bot]Yes, rosa's bed and breakfast is a guesthouse located in the south part of town in the cheap price range. It has free parking and internet. Would you like to book?[dialog_acts]Booking-Inform Hotel-Inform[User]yes for 7 people starting Tuesday for 5 nights[dialog_acts]Hotel-Inform[EOC]",[Bot]I have you booked successfully for 7 people. The reservation number is NGWU3I57,[SOR][Bot]I have booked you for 7 people starting on Tuesday beginning on Tuesday. Your reference is 8ZWGZ6XC. Can I assist you with anything else?
"[SOC][User]yes for 7 people starting Tuesday for 5 nights[dialog_acts]Hotel-Inform[Bot]I have you booked successfully for 7 people. The reservation number is NGWU3I57[dialog_acts]Booking-Book[User]Thank you for your assistance, you've been very helpful.[dialog_acts]general-thank[EOC]","[Bot]You're welcome, Enjoy your stay.  Goodbye.",[SOR][Bot]Let us know if we can help with anything else. Have a great day.
[SOC][User]I need to dine at some place expensive in the east. [dialog_acts]Restaurant-Inform[Bot]There are five restaurants available. Is there a specific type of food you like?[dialog_acts]Restaurant-Request Restaurant-Inform[User]I would like to try Indian food.[dialog_acts]Restaurant-Inform[EOC],[Bot]There are two in the area. I recommend pipasha restaurant would you like more information or for me to book it for you? ,[SOR][Bot]Curry prince is one of the india restaurants I could find that is expensive.  It is located at 451 Newmarket Road Fen Ditton.
[SOC][User]I would like to try Indian food.[dialog_acts]Restaurant-Inform[Bot]There are two in the area. I recommend pipasha restaurant would you like more information or for me to book it for you? [dialog_acts]Booking-Inform Restaurant-Recommend general-reqmore Restaurant-Inform[User]I need to book a table for 5 people at 19:45 on thursday[dialog_acts]Restaurant-Inform[EOC],"[Bot]Booking was successful. The table will be reserved for 15 minutes.
Reference number is : 6X61ZYW2.",[SOR][Bot]Your reservation at Taj Tandoori Restaurant this Thursday for 5 people was successful. Your reference number is IJ8P8WFT. Can I assist you with anything else?
"[SOC][User]I need to book a table for 5 people at 19:45 on thursday[dialog_acts]Restaurant-Inform[Bot]Booking was successful. The table will be reserved for 15 minutes.
Reference number is : 6X61ZYW2.[dialog_acts]Booking-Book[User]Thank you very much, that's all I need![dialog_acts]general-thank[EOC]",[Bot]Have a great day!,"[SOR][Bot]You're welcome, enjoy your stay."
[SOC][User]Can you find me an expensive place serves panasian food? [dialog_acts]Restaurant-Inform[Bot]i haven't found any expensive panasain restaurants. should i try another price range?[dialog_acts][User]Are there restaurants that serve Mediterranean food?[dialog_acts]Restaurant-Inform[EOC],"[Bot]I have a couple. Both are in the centre. la mimosa, shiraz restaurant	","[SOR][Bot]There are 2, two expensive Italian restaurants. I have la mimosa in City Centre, and Stansted Airport Station. Would either one interest you?"
"[SOC][User]Are there restaurants that serve Mediterranean food?[dialog_acts]Restaurant-Inform[Bot]I have a couple. Both are in the centre. la mimosa, shiraz restaurant	[dialog_acts]Restaurant-Inform[User]I am interested in La Mimosa. Please book a table for 7 at 15:15 on Wednesday. Thanks for your help![dialog_acts]Restaurant-Inform[EOC]",[Bot]Booking was successful. The table will be reserved for 15 minutes. Reference number is : ER5DFE50. Is there anything else I can help you with?,"[SOR][Bot]I booked a table for 7, Wednesday, at 15:30. Is there anything else I can help you with?"
"[SOC][User]I am interested in La Mimosa. Please book a table for 7 at 15:15 on Wednesday. Thanks for your help![dialog_acts]Restaurant-Inform[Bot]Booking was successful. The table will be reserved for 15 minutes. Reference number is : ER5DFE50. Is there anything else I can help you with?[dialog_acts]general-reqmore Booking-Book[User]No, that's it. Thank you so much. Good-bye.[dialog_acts]general-bye[EOC]",[Bot]Have a great day!,[SOR][Bot]You're welcome! I hope you enjoy your visit. Have a great day!
[SOC][User]Can you help me find a train leaving on sunday arriving by 9:00?[dialog_acts]Train-Inform[Bot]I have 36 trains that match what you are requesting. Where will you be traveling to?[dialog_acts]Train-Inform Train-Request[User]I'll be heading to Peterborough from Cambridge.[dialog_acts]Train-Inform[EOC],[Bot]There are 7 results. What time would you like to leave cambridge?,"[SOR][Bot]There are several trains, can you tell me the day you wish to travel, how long your stay will be, and what time?"
"[SOC][User]I'll be heading to Peterborough from Cambridge.[dialog_acts]Train-Inform[Bot]There are 7 results. What time would you like to leave cambridge?[dialog_acts]Train-Inform Train-Request[User]I'm flexible, as long as I arrive by 9:00. Could you let me know the total travel time?[dialog_acts]Train-Request[EOC]","[Bot]All of the trains that day are 50 minutes travel time. Would you like to leave at 8:06, arriving at 8:56?",[SOR][Bot]welcome and your reference is 3LEYHVD2
"[SOC][User]I'm flexible, as long as I arrive by 9:00. Could you let me know the total travel time?[dialog_acts]Train-Request[Bot]All of the trains that day are 50 minutes travel time. Would you like to leave at 8:06, arriving at 8:56?[dialog_acts]Train-Inform Train-Select[User]Sure. Could you give me the ID for that train?[dialog_acts]Train-Request[EOC]","[Bot]Sure.  Train ID TR0160, 50 minutes travel time will cost 13.20 pounds per ticket.  What else can I help you with today?",[SOR][Bot]The train ID is TR7077.
"[SOC][User]Sure. Could you give me the ID for that train?[dialog_acts]Train-Request[Bot]Sure.  Train ID TR0160, 50 minutes travel time will cost 13.20 pounds per ticket.  What else can I help you with today?[dialog_acts]Train-Inform[User]Great, I'm also looking for info on a hotel called allenbell.[dialog_acts]Hotel-Inform[EOC]",[Bot]Would you like me to book it for you?,[SOR][Bot]The Allenbell is located in the east. It is a moderate rate of price. Would you like to make a reservation?
"[SOC][User]Great, I'm also looking for info on a hotel called allenbell.[dialog_acts]Hotel-Inform[Bot]Would you like me to book it for you?[dialog_acts]Booking-Inform[User]I need to book it for 3 people for 2 nights beginning Friday. [dialog_acts]Hotel-Inform[EOC]",[Bot]Okay I have your reservation and the reference number is WZNKIUGX.,"[SOR][Bot]Ok, I've booked you 2 days on Friday for 3 people, with reference number IRATFOHZ. Is there anything else I can help you with?"
[SOC][User]I need to book it for 3 people for 2 nights beginning Friday. [dialog_acts]Hotel-Inform[Bot]Okay I have your reservation and the reference number is WZNKIUGX.[dialog_acts]Booking-Book[User]Thank you. That's all I need for now.[dialog_acts]general-thank[EOC],[Bot]Thank you for using this service ,[SOR][Bot]Thanks for contacting Cambridge TownInfo centre and have a great day.
[SOC][User]I need a train from Birmingham New Street that will arrive by 18:15.[dialog_acts]Train-Inform[Bot]I can certainly help you with that. Where are you traveling to?[dialog_acts]general-greet Train-Request[User]I wish to go to Cambridge on a Wednesday.[dialog_acts]Train-Inform[EOC],[Bot]The first train leaves at 5:40.,[SOR][Bot]I have many trains.  Could you narrow it down by departure time and destination?
[SOC][User]I wish to go to Cambridge on a Wednesday.[dialog_acts]Train-Inform[Bot]The first train leaves at 5:40.[dialog_acts]Train-Inform[User]That sounds good for me. Could you please get me 6 tickets?[dialog_acts]Train-Inform[EOC],"[Bot]Booking was successful, the total fee is 450.6 GBP payable at the station. Your reference number is WX15FBX1. Is there anything else you need today?",[SOR][Bot]Your total is 60.2 GBP. Your reference number is 6XYRLTJ0.
